cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,cycle_norm,RUL
87,-0.0021,0.0,100.0,518.67,642.15,1581.96,1397.15,14.62,21.6,554.09,2387.98,9051.72,1.3,47.02,522.37,2387.94,8137.12,8.4045,0.03,391,2388,100.0,38.85,23.3215,0.4264705882352941,117
88,-0.004,-0.0003,100.0,518.67,642.67,1583.65,1393.97,14.62,21.6,554.97,2388.02,9052.38,1.3,47.18,522.34,2387.96,8128.63,8.3827,0.03,390,2388,100.0,38.99,23.462,0.4313725490196078,116
89,0.0026,0.0003,100.0,518.67,641.92,1588.51,1391.73,14.62,21.6,554.47,2388.05,9052.3,1.3,47.24,522.76,2388.0,8137.91,8.3652,0.03,391,2388,100.0,39.28,23.4171,0.4362745098039216,115
90,0.0004,0.0,100.0,518.67,642.43,1586.36,1394.04,14.62,21.6,554.86,2388.04,9046.67,1.3,47.18,522.7,2388.03,8131.16,8.3991,0.03,391,2388,100.0,38.96,23.5093,0.4411764705882353,114
91,0.0005,-0.0002,100.0,518.67,642.26,1589.55,1394.24,14.62,21.6,554.83,2387.99,9053.35,1.3,47.05,522.26,2387.96,8136.74,8.3927,0.03,391,2388,100.0,39.18,23.4249,0.446078431372549,113
92,-0.0026,-0.0005,100.0,518.67,641.28,1574.44,1385.65,14.62,21.6,554.69,2387.95,9048.25,1.3,47.25,522.44,2388.01,8139.06,8.4154,0.03,391,2388,100.0,39.15,23.3959,0.4509803921568627,112
93,0.0006,0.0003,100.0,518.67,642.02,1582.22,1393.83,14.62,21.6,554.57,2387.97,9045.08,1.3,47.09,522.55,2387.99,8135.49,8.3757,0.03,391,2388,100.0,38.82,23.3317,0.4558823529411764,111
94,0.0014,0.0,100.0,518.67,642.41,1582.71,1395.33,14.62,21.6,555.25,2387.99,9048.41,1.3,47.2,522.53,2387.94,8132.24,8.3741,0.03,393,2388,100.0,39.05,23.4253,0.4607843137254901,110
95,0.0047,-0.0004,100.0,518.67,642.49,1588.6,1390.6,14.62,21.6,554.28,2387.97,9049.96,1.3,47.2,521.98,2388.03,8134.23,8.4032,0.03,392,2388,100.0,38.91,23.3758,0.4656862745098039,109
96,-0.0016,0.0001,100.0,518.67,642.29,1587.19,1394.32,14.62,21.6,554.81,2388.01,9052.73,1.3,47.01,522.47,2388.01,8136.23,8.3678,0.03,391,2388,100.0,39.13,23.4471,0.4705882352941176,108
97,-0.0006,-0.0001,100.0,518.67,642.3,1579.75,1391.48,14.62,21.6,555.29,2388.05,9051.75,1.3,47.02,522.59,2388.09,8135.06,8.392,0.03,392,2388,100.0,38.97,23.4279,0.4754901960784313,107
98,0.001,0.0002,100.0,518.67,642.45,1583.72,1394.58,14.62,21.6,554.98,2387.98,9048.08,1.3,46.98,522.53,2387.99,8133.77,8.3891,0.03,392,2388,100.0,39.11,23.4258,0.4803921568627451,106
99,0.0025,0.0001,100.0,518.67,642.06,1576.75,1392.33,14.62,21.6,554.28,2387.95,9050.58,1.3,47.07,522.91,2387.97,8135.41,8.3468,0.03,390,2388,100.0,39.05,23.3444,0.4852941176470588,105
100,0.002,0.0001,100.0,518.67,642.28,1585.42,1394.67,14.62,21.6,554.28,2388.02,9050.91,1.3,47.08,522.49,2388.02,8138.67,8.379,0.03,392,2388,100.0,38.98,23.4298,0.4901960784313725,104
101,0.003,-0.0005,100.0,518.67,641.94,1588.13,1392.09,14.62,21.6,554.91,2388.03,9054.62,1.3,47.12,522.72,2387.97,8138.19,8.3915,0.03,390,2388,100.0,39.04,23.354,0.4950980392156863,103
102,-0.0028,-0.0003,100.0,518.67,642.44,1586.51,1402.96,14.62,21.6,555.71,2387.93,9059.17,1.3,47.1,522.28,2387.99,8133.13,8.3999,0.03,390,2388,100.0,39.04,23.5283,0.5,102
103,-0.0007,0.0003,100.0,518.67,641.78,1578.27,1400.09,14.62,21.6,554.56,2388.04,9055.29,1.3,47.07,522.94,2388.0,8139.45,8.3728,0.03,392,2388,100.0,39.08,23.4645,0.5049019607843137,101
104,-0.0006,-0.0003,100.0,518.67,641.99,1578.98,1395.38,14.62,21.6,554.95,2388.03,9050.62,1.3,47.01,522.47,2387.98,8136.77,8.3773,0.03,391,2388,100.0,39.08,23.4276,0.5098039215686274,100
105,-0.0014,-0.0004,100.0,518.67,641.7,1578.08,1394.69,14.62,21.6,555.32,2387.98,9052.88,1.3,46.96,522.26,2387.98,8142.35,8.373,0.03,391,2388,100.0,39.19,23.4319,0.5147058823529411,99
106,-0.0018,-0.0002,100.0,518.67,641.88,1579.68,1399.39,14.62,21.6,554.57,2388.0,9058.61,1.3,47.16,522.75,2387.98,8137.33,8.3981,0.03,392,2388,100.0,39.01,23.4391,0.5196078431372549,98
107,0.0017,-0.0001,100.0,518.67,642.26,1583.47,1391.54,14.62,21.6,555.29,2388.0,9058.0,1.3,47.14,522.86,2388.04,8136.92,8.3546,0.03,392,2388,100.0,39.01,23.4893,0.5245098039215687,97
108,0.002,0.0001,100.0,518.67,642.39,1583.69,1403.13,14.62,21.6,555.7,2388.04,9056.44,1.3,46.98,522.94,2387.96,8143.86,8.3772,0.03,391,2388,100.0,38.92,23.4037,0.5294117647058824,96
109,0.0045,0.0002,100.0,518.67,641.75,1580.71,1395.94,14.62,21.6,555.03,2388.0,9056.54,1.3,47.02,523.33,2388.05,8136.8,8.3995,0.03,391,2388,100.0,38.98,23.4512,0.5343137254901961,95
110,-0.004,0.0004,100.0,518.67,641.92,1589.81,1395.73,14.62,21.6,555.25,2387.97,9055.06,1.3,47.06,523.05,2388.04,8132.86,8.4072,0.03,390,2388,100.0,39.19,23.3936,0.5392156862745098,94
111,-0.0006,-0.0005,100.0,518.67,641.41,1580.12,1399.52,14.62,21.59,555.01,2387.97,9051.28,1.3,47.18,522.39,2387.99,8135.66,8.3896,0.03,392,2388,100.0,39.06,23.456,0.5441176470588235,93
112,0.0002,-0.0002,100.0,518.67,642.17,1581.44,1396.32,14.62,21.6,554.91,2388.02,9062.79,1.3,47.19,523.0,2388.02,8138.31,8.4148,0.03,392,2388,100.0,39.15,23.513,0.5490196078431373,92
113,0.0022,-0.0003,100.0,518.67,641.94,1589.83,1395.4,14.62,21.6,555.61,2388.02,9057.9,1.3,47.2,523.06,2387.97,8136.21,8.3884,0.03,393,2388,100.0,39.21,23.5281,0.553921568627451,91
114,0.0021,0.0003,100.0,518.67,642.24,1580.88,1400.3,14.62,21.6,555.51,2388.06,9052.8,1.3,47.17,522.94,2388.07,8141.81,8.3625,0.03,391,2388,100.0,39.13,23.469,0.5588235294117647,90
115,0.0019,0.0001,100.0,518.67,642.28,1579.8,1402.76,14.62,21.6,554.71,2388.0,9053.74,1.3,47.22,522.99,2387.95,8138.23,8.3577,0.03,390,2388,100.0,39.26,23.4113,0.5637254901960784,89
116,-0.0029,-0.0002,100.0,518.67,642.74,1585.74,1398.11,14.62,21.6,555.58,2388.0,9051.27,1.3,47.2,522.85,2388.06,8138.21,8.3662,0.03,391,2388,100.0,39.17,23.5987,0.5686274509803921,88
117,0.0019,-0.0,100.0,518.67,641.67,1582.13,1393.14,14.62,21.6,555.84,2387.99,9060.43,1.3,47.23,523.02,2388.02,8139.06,8.4095,0.03,391,2388,100.0,38.99,23.5069,0.5735294117647058,87
118,0.0004,0.0003,100.0,518.67,641.79,1581.96,1396.84,14.62,21.6,555.21,2388.05,9056.38,1.3,47.06,523.63,2388.04,8137.53,8.3657,0.03,392,2388,100.0,39.1,23.449,0.5784313725490197,86
119,0.0014,-0.0004,100.0,518.67,641.43,1582.74,1394.65,14.62,21.6,555.55,2387.99,9061.38,1.3,47.13,522.78,2388.04,8140.4,8.3668,0.03,392,2388,100.0,39.09,23.3917,0.5833333333333334,85
120,-0.0034,0.0002,100.0,518.67,641.36,1589.16,1397.0,14.62,21.6,556.47,2387.99,9052.71,1.3,47.19,523.27,2388.01,8139.57,8.3894,0.03,392,2388,100.0,38.89,23.4387,0.5882352941176471,84
121,-0.0003,-0.0004,100.0,518.67,641.73,1584.18,1398.67,14.62,21.6,554.84,2387.98,9059.8,1.3,47.12,522.76,2388.01,8137.76,8.3513,0.03,391,2388,100.0,39.15,23.4853,0.5931372549019608,83
122,0.0005,0.0003,100.0,518.67,641.99,1582.47,1397.09,14.62,21.6,555.95,2388.04,9055.58,1.3,47.21,523.07,2388.03,8133.99,8.3665,0.03,392,2388,100.0,39.18,23.3429,0.5980392156862745,82
123,-0.0001,0.0,100.0,518.67,641.84,1583.03,1399.82,14.62,21.59,555.81,2387.95,9057.96,1.3,47.2,522.34,2388.07,8136.31,8.3966,0.03,390,2388,100.0,39.1,23.4299,0.6029411764705882,81
124,0.0003,-0.0002,100.0,518.67,641.62,1583.79,1393.64,14.62,21.6,555.12,2388.07,9050.39,1.3,47.26,523.24,2388.04,8141.17,8.4158,0.03,391,2388,100.0,39.12,23.4625,0.6078431372549019,80
125,0.0019,0.0002,100.0,518.67,641.44,1582.03,1402.82,14.62,21.6,555.66,2388.03,9063.31,1.3,47.05,523.18,2388.02,8143.19,8.3969,0.03,391,2388,100.0,39.01,23.4932,0.6127450980392157,79
126,-0.0014,-0.0002,100.0,518.67,642.11,1579.94,1397.76,14.62,21.6,555.25,2388.04,9058.93,1.3,47.26,523.33,2388.02,8142.14,8.3911,0.03,391,2388,100.0,38.97,23.4943,0.6176470588235294,78
127,-0.0014,-0.0005,100.0,518.67,642.1,1581.21,1391.99,14.62,21.6,555.73,2388.04,9058.28,1.3,47.23,523.69,2388.09,8141.67,8.4085,0.03,391,2388,100.0,38.99,23.4791,0.6225490196078431,77
128,0.001,-0.0001,100.0,518.67,642.01,1583.78,1400.7,14.62,21.6,555.48,2388.03,9056.99,1.3,47.24,523.23,2388.01,8135.16,8.3551,0.03,391,2388,100.0,39.13,23.3914,0.6274509803921569,76
129,-0.0028,-0.0003,100.0,518.67,641.78,1586.52,1401.9,14.62,21.6,556.38,2388.05,9058.78,1.3,47.17,523.87,2388.06,8138.85,8.3503,0.03,392,2388,100.0,39.14,23.5239,0.6323529411764706,75
130,0.0007,-0.0004,100.0,518.67,642.43,1589.77,1406.79,14.62,21.6,555.25,2388.03,9058.75,1.3,47.32,523.92,2388.05,8144.46,8.4056,0.03,390,2388,100.0,39.11,23.4003,0.6372549019607843,74
131,-0.0045,0.0003,100.0,518.67,642.38,1585.93,1395.4,14.62,21.6,556.76,2388.06,9057.52,1.3,47.24,524.18,2388.05,8144.03,8.3694,0.03,392,2388,100.0,39.15,23.5091,0.6421568627450981,73
132,-0.0007,0.0002,100.0,518.67,642.27,1584.77,1396.33,14.62,21.6,555.39,2388.03,9056.18,1.3,47.21,524.0,2388.01,8138.2,8.3828,0.03,392,2388,100.0,38.98,23.4929,0.6470588235294118,72
133,0.0009,-0.0004,100.0,518.67,641.93,1584.43,1402.03,14.62,21.6,556.02,2388.04,9057.55,1.3,47.28,523.9,2388.04,8141.74,8.3644,0.03,392,2388,100.0,39.13,23.4923,0.6519607843137255,71
134,-0.0043,0.0002,100.0,518.67,642.37,1587.2,1397.57,14.62,21.6,555.44,2388.07,9057.2,1.3,47.15,523.73,2388.06,8140.55,8.3475,0.03,391,2388,100.0,39.07,23.4429,0.6568627450980392,70
135,-0.0022,-0.0003,100.0,518.67,641.74,1581.76,1403.93,14.62,21.6,556.55,2388.02,9057.58,1.3,47.35,524.05,2388.1,8139.9,8.3835,0.03,392,2388,100.0,39.27,23.5698,0.6617647058823529,69
136,0.0026,-0.0004,100.0,518.67,642.4,1579.3,1406.32,14.62,21.6,557.12,2388.07,9057.42,1.3,47.38,524.14,2388.05,8142.58,8.3983,0.03,392,2388,100.0,39.24,23.4124,0.6666666666666666,68
137,-0.0008,0.0001,100.0,518.67,642.44,1589.11,1394.89,14.62,21.6,556.36,2388.03,9057.27,1.3,47.28,524.03,2388.07,8143.96,8.4007,0.03,393,2388,100.0,39.0,23.4638,0.6715686274509803,67
138,0.0014,0.0002,100.0,518.67,642.28,1587.6,1393.42,14.62,21.6,557.26,2388.07,9056.89,1.3,47.17,524.28,2388.06,8140.59,8.3501,0.03,391,2388,100.0,39.22,23.5066,0.6764705882352942,66
139,-0.0022,0.0002,100.0,518.67,642.17,1584.14,1400.58,14.62,21.6,556.63,2388.06,9064.96,1.3,47.12,523.99,2388.1,8137.15,8.376,0.03,392,2388,100.0,39.33,23.527,0.6813725490196079,65
140,0.0002,-0.0002,100.0,518.67,642.39,1593.55,1398.69,14.62,21.6,556.97,2388.1,9064.66,1.3,47.13,524.61,2388.04,8143.23,8.4034,0.03,393,2388,100.0,39.14,23.4115,0.6862745098039216,64
141,0.0024,-0.0003,100.0,518.67,641.61,1593.3,1394.0,14.62,21.6,556.88,2388.12,9059.81,1.3,47.26,524.69,2388.1,8142.55,8.3789,0.03,392,2388,100.0,39.01,23.5216,0.6911764705882353,63
142,-0.0012,-0.0003,100.0,518.67,642.17,1582.52,1403.0,14.62,21.6,556.82,2387.97,9053.52,1.3,47.32,524.7,2388.11,8143.12,8.3575,0.03,392,2388,100.0,39.23,23.4737,0.696078431372549,62
143,-0.0006,-0.0001,100.0,518.67,641.81,1587.45,1400.31,14.62,21.6,556.0,2388.08,9068.7,1.3,47.29,524.31,2388.06,8140.39,8.3999,0.03,392,2388,100.0,39.16,23.5306,0.7009803921568627,61
144,-0.0016,-0.0002,100.0,518.67,642.41,1582.49,1394.37,14.62,21.59,556.61,2388.08,9062.42,1.3,47.35,524.61,2388.02,8142.26,8.3947,0.03,391,2388,100.0,39.3,23.4753,0.7058823529411765,60
145,-0.0004,-0.0004,100.0,518.67,642.04,1584.59,1407.37,14.62,21.6,557.6,2388.08,9062.03,1.3,47.38,525.14,2388.11,8148.11,8.3763,0.03,391,2388,100.0,39.04,23.5015,0.7107843137254902,59
146,-0.0003,-0.0,100.0,518.67,642.4,1586.51,1402.75,14.62,21.6,556.89,2388.02,9062.36,1.3,47.22,525.11,2388.08,8143.38,8.3699,0.03,392,2388,100.0,38.99,23.5018,0.7156862745098039,58
147,-0.0035,-0.0005,100.0,518.67,643.03,1584.03,1398.58,14.62,21.59,556.44,2388.0,9068.99,1.3,47.24,524.35,2388.09,8144.03,8.3511,0.03,392,2388,100.0,39.38,23.5411,0.7205882352941176,57
148,-0.0035,0.0004,100.0,518.67,642.14,1592.74,1399.4,14.62,21.6,558.03,2388.1,9063.4,1.3,47.43,525.41,2388.12,8148.71,8.3491,0.03,392,2388,100.0,39.13,23.5267,0.7254901960784313,56
149,-0.0014,0.0003,100.0,518.67,642.33,1588.32,1408.65,14.62,21.6,557.74,2388.11,9066.21,1.3,47.45,525.43,2388.08,8150.79,8.3221,0.03,392,2388,100.0,39.31,23.5538,0.7303921568627451,55
150,0.0025,-0.0004,100.0,518.67,642.67,1587.73,1393.56,14.62,21.6,558.1,2388.11,9064.79,1.3,47.39,525.56,2388.1,8152.16,8.373,0.03,392,2388,100.0,39.13,23.5248,0.7352941176470589,54
151,-0.001,0.0001,100.0,518.67,642.2,1586.19,1392.54,14.62,21.6,557.9,2388.07,9068.42,1.3,47.4,525.93,2388.14,8155.29,8.3269,0.03,391,2388,100.0,39.54,23.5377,0.7401960784313726,53
152,0.0032,0.0001,100.0,518.67,642.41,1586.23,1400.6,14.62,21.6,557.27,2388.05,9065.44,1.3,47.39,525.52,2388.1,8148.25,8.3403,0.03,392,2388,100.0,39.29,23.5034,0.7450980392156863,52
153,0.0005,-0.0003,100.0,518.67,641.85,1585.72,1398.91,14.62,21.6,557.54,2388.1,9069.81,1.3,47.24,526.34,2388.17,8149.12,8.3619,0.03,392,2388,100.0,39.23,23.5115,0.75,51
154,0.0009,-0.0003,100.0,518.67,642.32,1590.16,1395.72,14.62,21.6,558.29,2388.05,9068.63,1.3,47.21,526.1,2388.06,8151.5,8.3642,0.03,393,2388,100.0,39.39,23.6483,0.7549019607843137,50
155,-0.002,-0.0003,100.0,518.67,642.18,1579.99,1404.54,14.62,21.59,557.56,2388.07,9067.98,1.3,47.2,525.06,2388.08,8145.76,8.3362,0.03,392,2388,100.0,39.23,23.497,0.7598039215686274,49
156,-0.0053,-0.0004,100.0,518.67,643.09,1590.85,1400.06,14.62,21.6,557.96,2388.1,9070.31,1.3,47.47,526.13,2388.12,8146.78,8.359,0.03,392,2388,100.0,39.09,23.4357,0.7647058823529411,48
157,-0.0019,-0.0005,100.0,518.67,642.41,1588.93,1397.9,14.62,21.6,557.42,2388.1,9065.53,1.3,47.31,525.45,2388.08,8145.94,8.3801,0.03,393,2388,100.0,39.2,23.5249,0.7696078431372549,47
158,0.0003,0.0,100.0,518.67,642.09,1584.42,1400.71,14.62,21.6,558.64,2388.15,9072.21,1.3,47.24,526.42,2388.15,8148.47,8.3572,0.03,392,2388,100.0,39.19,23.572,0.7745098039215687,46
159,0.0004,0.0003,100.0,518.67,642.47,1586.59,1405.32,14.62,21.6,557.98,2388.12,9072.06,1.3,47.4,526.23,2388.17,8146.66,8.3543,0.03,393,2388,100.0,39.39,23.5852,0.7794117647058824,45
160,-0.0017,0.0003,100.0,518.67,642.18,1601.11,1401.19,14.62,21.6,557.97,2388.11,9069.94,1.3,47.43,526.47,2388.18,8147.98,8.3468,0.03,393,2388,100.0,39.19,23.528,0.7843137254901961,44
161,0.0002,-0.0002,100.0,518.67,642.53,1579.84,1402.75,14.62,21.6,558.71,2388.14,9072.35,1.3,47.5,526.86,2388.17,8146.12,8.3126,0.03,392,2388,100.0,39.21,23.5861,0.7892156862745098,43
162,-0.0002,-0.0005,100.0,518.67,642.43,1590.11,1399.34,14.62,21.6,559.13,2388.12,9068.86,1.3,47.38,526.73,2388.15,8152.97,8.3535,0.03,392,2388,100.0,39.23,23.4971,0.7941176470588235,42
163,0.0001,-0.0004,100.0,518.67,642.11,1587.37,1394.5,14.62,21.6,558.46,2388.17,9076.51,1.31,47.42,526.43,2388.14,8151.99,8.3656,0.03,391,2388,100.0,39.32,23.6061,0.7990196078431373,41
164,-0.0001,-0.0002,100.0,518.67,642.02,1593.22,1405.92,14.62,21.6,559.67,2388.19,9078.02,1.3,47.53,527.05,2388.16,8159.82,8.3494,0.03,394,2388,100.0,39.24,23.5494,0.803921568627451,40
165,-0.0003,-0.0002,100.0,518.67,641.95,1586.89,1402.26,14.62,21.59,558.93,2388.15,9077.56,1.31,47.29,526.45,2388.15,8155.19,8.3181,0.03,391,2388,100.0,39.32,23.4532,0.8088235294117647,39
166,0.0024,0.0002,100.0,518.67,641.72,1589.46,1397.9,14.62,21.6,558.78,2388.15,9069.28,1.31,47.22,527.46,2388.11,8153.39,8.3059,0.03,393,2388,100.0,39.31,23.6203,0.8137254901960784,38
167,-0.0011,0.0003,100.0,518.67,642.66,1585.06,1404.32,14.62,21.6,559.24,2388.16,9067.98,1.31,47.56,526.57,2388.08,8156.44,8.3478,0.03,392,2388,100.0,39.31,23.5446,0.8186274509803921,37
168,0.0001,0.0002,100.0,518.67,641.9,1589.63,1405.44,14.62,21.6,559.83,2388.18,9086.43,1.31,47.66,527.0,2388.21,8155.51,8.3204,0.03,394,2388,100.0,39.24,23.7069,0.8235294117647058,36
169,0.0001,0.0004,100.0,518.67,642.4,1592.05,1412.01,14.62,21.6,558.89,2388.2,9076.51,1.3,47.46,528.08,2388.16,8153.54,8.3235,0.03,395,2388,100.0,39.35,23.5328,0.8284313725490197,35
170,-0.0001,-0.0002,100.0,518.67,642.28,1600.46,1399.9,14.62,21.6,560.34,2388.17,9082.32,1.31,47.53,527.92,2388.18,8165.44,8.3223,0.03,392,2388,100.0,39.16,23.6211,0.8333333333333334,34
171,-0.0004,0.0001,100.0,518.67,642.67,1591.32,1405.17,14.62,21.6,559.84,2388.16,9080.1,1.31,47.57,527.71,2388.22,8153.65,8.3266,0.03,391,2388,100.0,39.29,23.6301,0.8382352941176471,33
172,-0.0009,0.0002,100.0,518.67,642.75,1584.6,1406.43,14.62,21.6,560.15,2388.17,9080.68,1.31,47.62,528.39,2388.18,8152.53,8.3227,0.03,393,2388,100.0,39.27,23.664,0.8431372549019608,32
173,0.0014,0.0003,100.0,518.67,642.7,1591.89,1403.53,14.62,21.6,560.52,2388.27,9081.91,1.31,47.6,527.84,2388.23,8162.41,8.3471,0.03,396,2388,100.0,39.37,23.617,0.8480392156862745,31
174,0.0005,0.0001,100.0,518.67,642.67,1588.07,1399.9,14.62,21.6,559.57,2388.18,9079.43,1.31,47.46,527.77,2388.19,8155.05,8.3187,0.03,392,2388,100.0,39.38,23.6597,0.8529411764705882,30
175,-0.0032,0.0002,100.0,518.67,642.16,1590.6,1411.56,14.62,21.6,561.1,2388.2,9079.27,1.31,47.55,527.95,2388.24,8155.55,8.3145,0.03,392,2388,100.0,39.27,23.676,0.8578431372549019,29
176,-0.0049,-0.0003,100.0,518.67,642.7,1591.9,1403.65,14.62,21.6,560.37,2388.27,9086.45,1.31,47.53,528.99,2388.19,8155.39,8.3055,0.03,392,2388,100.0,39.36,23.503,0.8627450980392157,28
177,0.0025,-0.0004,100.0,518.67,642.57,1591.74,1417.39,14.62,21.6,561.55,2388.22,9089.01,1.31,47.54,529.84,2388.26,8158.48,8.2979,0.03,393,2388,100.0,39.39,23.5974,0.8676470588235294,27
178,-0.0024,0.0004,100.0,518.67,642.57,1592.39,1407.33,14.62,21.6,561.11,2388.2,9083.68,1.31,47.76,529.56,2388.26,8158.6,8.302,0.03,393,2388,100.0,39.44,23.6499,0.8725490196078431,26
179,0.0033,-0.0005,100.0,518.67,642.44,1594.83,1408.73,14.62,21.6,561.45,2388.29,9088.83,1.31,47.6,529.01,2388.25,8158.4,8.2875,0.03,394,2388,100.0,39.45,23.5483,0.8774509803921569,25
180,-0.0017,0.0001,100.0,518.67,643.09,1590.17,1409.77,14.62,21.6,561.86,2388.25,9081.37,1.31,47.83,529.12,2388.28,8163.61,8.2893,0.03,393,2388,100.0,39.28,23.6253,0.8823529411764706,24
181,-0.0044,0.0001,100.0,518.67,642.67,1594.66,1412.1,14.62,21.6,562.56,2388.29,9086.58,1.31,47.62,529.59,2388.32,8164.01,8.2839,0.03,395,2388,100.0,39.25,23.6,0.8872549019607843,23
182,-0.0008,-0.0003,100.0,518.67,643.03,1598.95,1408.66,14.62,21.6,562.11,2388.34,9088.8,1.31,47.66,529.92,2388.31,8165.41,8.2761,0.03,395,2388,100.0,39.49,23.6164,0.8921568627450981,22
183,-0.0054,0.0001,100.0,518.67,643.23,1592.34,1406.11,14.62,21.6,562.92,2388.29,9095.3,1.31,47.89,530.43,2388.34,8165.17,8.321,0.03,394,2388,100.0,39.31,23.5497,0.8970588235294118,21
184,-0.0032,-0.0002,100.0,518.67,642.95,1591.92,1415.68,14.62,21.6,561.98,2388.29,9093.09,1.31,47.64,529.61,2388.22,8166.15,8.2995,0.03,395,2388,100.0,39.25,23.6487,0.9019607843137256,20
185,-0.0007,-0.0002,100.0,518.67,642.39,1594.73,1406.76,14.62,21.6,563.78,2388.28,9093.64,1.31,47.88,531.21,2388.28,8168.15,8.3193,0.03,395,2388,100.0,39.51,23.7081,0.9068627450980392,19
186,0.0004,0.0003,100.0,518.67,642.51,1589.41,1420.76,14.62,21.6,563.21,2388.3,9098.57,1.31,47.83,530.81,2388.34,8166.92,8.3033,0.03,394,2388,100.0,39.61,23.721,0.9117647058823528,18
187,-0.0057,0.0003,100.0,518.67,642.4,1594.06,1413.69,14.62,21.6,563.65,2388.36,9100.83,1.31,47.65,530.83,2388.3,8165.72,8.2776,0.03,396,2388,100.0,39.41,23.5928,0.9166666666666666,17
188,0.0031,0.0004,100.0,518.67,642.85,1596.02,1416.65,14.62,21.6,564.1,2388.34,9099.91,1.31,47.87,531.83,2388.37,8169.13,8.3292,0.03,393,2388,100.0,39.47,23.6391,0.9215686274509804,16
189,0.0033,-0.0003,100.0,518.67,642.65,1594.54,1416.3,14.62,21.6,565.18,2388.37,9098.3,1.31,47.83,531.91,2388.33,8171.13,8.2597,0.03,394,2388,100.0,39.57,23.7119,0.9264705882352942,15
190,-0.0006,-0.0003,100.0,518.67,643.09,1597.54,1415.09,14.62,21.6,564.29,2388.34,9096.57,1.31,47.98,531.98,2388.37,8171.14,8.2724,0.03,394,2388,100.0,39.52,23.7862,0.931372549019608,14
191,0.0023,-0.0004,100.0,518.67,643.11,1593.65,1418.83,14.62,21.6,564.97,2388.42,9092.91,1.31,47.99,532.24,2388.42,8177.08,8.2492,0.03,394,2388,100.0,39.49,23.7293,0.9362745098039216,13
192,0.0012,-0.0003,100.0,518.67,642.95,1593.91,1414.98,14.62,21.6,566.02,2388.35,9108.78,1.31,47.8,533.14,2388.38,8176.12,8.2508,0.03,395,2388,100.0,39.6,23.7066,0.9411764705882352,12
193,-0.0009,-0.0002,100.0,518.67,642.42,1591.16,1420.43,14.62,21.6,565.48,2388.34,9102.83,1.31,47.85,532.77,2388.36,8176.87,8.2678,0.03,393,2388,100.0,39.45,23.8063,0.946078431372549,11
194,-0.0001,-0.0002,100.0,518.67,643.16,1600.33,1418.06,14.62,21.6,565.53,2388.41,9106.6,1.31,47.94,533.06,2388.36,8177.31,8.265,0.03,395,2388,100.0,39.53,23.7496,0.9509803921568628,10
195,-0.0017,0.0004,100.0,518.67,642.85,1597.09,1421.27,14.62,21.61,566.04,2388.45,9103.76,1.31,47.9,533.72,2388.44,8176.64,8.2925,0.03,396,2388,100.0,39.42,23.752,0.9558823529411764,9
196,-0.0019,-0.0004,100.0,518.67,643.38,1597.78,1415.95,14.62,21.6,566.35,2388.42,9108.39,1.31,48.11,533.4,2388.5,8179.13,8.278,0.03,394,2388,100.0,39.58,23.7206,0.9607843137254902,8
197,0.0024,0.0004,100.0,518.67,642.9,1593.94,1413.04,14.62,21.61,566.76,2388.47,9113.91,1.31,48.09,534.57,2388.44,8182.75,8.2461,0.03,396,2388,100.0,39.72,23.7114,0.965686274509804,7
198,0.0022,-0.0002,100.0,518.67,643.4,1604.88,1420.03,14.62,21.6,567.98,2388.42,9113.02,1.31,48.16,534.44,2388.47,8181.65,8.2663,0.03,397,2388,100.0,39.58,23.8829,0.9705882352941176,6
199,0.0006,-0.0,100.0,518.67,643.35,1609.27,1419.0,14.62,21.6,566.91,2388.47,9107.34,1.31,48.04,534.67,2388.42,8183.33,8.2975,0.03,396,2388,100.0,39.68,23.8369,0.9754901960784312,5
200,0.0012,-0.0002,100.0,518.67,643.02,1600.07,1426.05,14.62,21.6,567.78,2388.48,9114.72,1.31,48.15,535.19,2388.5,8182.91,8.2316,0.03,396,2388,100.0,39.58,23.7397,0.9803921568627452,4
201,-0.0022,0.0,100.0,518.67,642.82,1595.59,1423.98,14.62,21.6,568.42,2388.54,9116.9,1.32,48.09,535.52,2388.52,8193.91,8.2184,0.03,396,2388,100.0,39.58,23.7998,0.9852941176470588,3
202,-0.0027,0.0003,100.0,518.67,642.63,1600.52,1420.08,14.62,21.6,567.83,2388.55,9115.26,1.32,48.27,535.05,2388.46,8186.02,8.271,0.03,396,2388,100.0,39.65,23.7817,0.9901960784313726,2
203,-0.0039,0.0003,100.0,518.67,643.25,1605.49,1428.55,14.62,21.6,568.36,2388.53,9119.23,1.32,47.95,535.77,2388.46,8183.16,8.2363,0.03,395,2388,100.0,39.55,23.7625,0.9950980392156864,1
204,-0.0007,-0.0005,100.0,518.67,643.36,1600.15,1427.08,14.62,21.6,569.16,2388.52,9128.98,1.32,48.34,535.86,2388.53,8196.55,8.2342,0.03,396,2388,100.0,39.46,23.9075,1.0,0
